City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
261,Oranjemund,NA,2022-01-17 21:43:19,-28.55,16.4333,67.41,85,8,5.06
262,Fort Nelson,CA,2022-01-17 21:43:19,58.8053,-122.7002,-4.41,59,75,10.36
263,Moose Factory,CA,2022-01-17 21:43:19,51.2585,-80.6094,-0.4,60,75,5.75
264,Batemans Bay,AU,2022-01-17 21:43:20,-35.7167,150.1833,73.2,93,100,6.76
265,Villa Carlos Paz,AR,2022-01-17 21:43:20,-31.4241,-64.4978,77.4,65,67,10.71
266,Fortuna,US,2022-01-17 21:43:20,40.5982,-124.1573,55.92,81,0,5.99
267,Hamina,FI,2022-01-17 21:43:21,60.5697,27.1979,24.08,68,6,19.71
268,Hithadhoo,MV,2022-01-17 21:43:21,-0.6,73.0833,83.46,77,100,20.6
269,Port Hardy,CA,2022-01-17 21:43:21,50.6996,-127.4199,46.58,87,75,6.91
270,Coruripe,BR,2022-01-17 21:43:06,-10.1256,-36.1756,78.4,73,0,8.25
271,Tazmalt,DZ,2022-01-17 21:43:21,36.3868,4.3989,42.91,79,1,0.87
272,Olinda,BR,2022-01-17 21:43:22,-8.0089,-34.8553,82.13,69,40,11.5
273,Iquique,CL,2022-01-17 21:43:22,-20.2208,-70.1431,73.44,76,11,7.87
274,Ilhabela,BR,2022-01-17 21:44:22,-23.7781,-45.3581,78.8,83,32,4.72
275,Dunedin,NZ,2022-01-17 21:44:23,-45.8742,170.5036,68.72,69,13,4.41
276,Komsomolskiy,UZ,2022-01-17 21:44:23,40.4272,71.7189,42.22,93,100,2.3
277,Tura,IN,2022-01-17 21:44:23,25.5198,90.2201,56.44,60,86,3.69
278,Carbonia,IT,2022-01-17 21:44:23,39.1672,8.5222,48.99,76,84,8.52
279,Cubarral,CO,2022-01-17 21:44:24,3.7935,-73.8406,83.23,55,95,1.36
280,Sao Joao Da Barra,BR,2022-01-17 21:40:23,-21.6403,-41.0511,82.49,84,0,14.23
281,Ola,RU,2022-01-17 21:44:24,59.5833,151.2833,-5.31,76,0,9.42
282,La Palma,US,2022-01-17 21:41:52,33.8464,-118.0467,67.06,72,100,4.0
283,Turukhansk,RU,2022-01-17 21:44:24,65.8167,87.9833,16.77,92,100,16.4
284,Shirokiy,RU,2022-01-17 21:44:24,49.758,129.523,-19.5,99,83,5.55
285,Kichera,RU,2022-01-17 21:44:25,55.9375,110.0997,-6.36,91,64,4.54
286,Vallenar,CL,2022-01-17 21:44:25,-28.5708,-70.7581,80.91,34,0,8.19
287,Yokadouma,CM,2022-01-17 21:44:25,3.5167,15.05,76.46,55,94,3.13
288,Dzilam Gonzalez,MX,2022-01-17 21:44:26,21.2833,-88.9333,72.68,51,61,5.06
289,Coban,GT,2022-01-17 21:44:26,15.4833,-90.3667,58.78,82,100,4.61
290,Andra,RU,2022-01-17 21:44:26,62.5147,65.8878,-12.96,99,51,4.32
